z,M,lon,lat
0.90809685,2.67629417,6.03218155,2.94654447
0.30900610,1.37665622,4.87648371,0.68120801
1.11790592,1.28362061,2.52575906,0.39805675
0.37314550,2.90802218,3.93747579,1.55924325
0.62873813,1.76446076,0.94750049,1.40249291
0.69584899,1.45528897,2.24386690,1.87057358
0.65234788,1.53669004,5.24025461,2.50368649
1.23972650,1.31084632,1.26051693,2.29783086
1.14476709,1.43003294,5.42563032,1.60904210
1.13966435,1.22603153,3.07165680,0.55636027
0.68102668,1.03872019,1.62091578,1.11901095
0.77861110,2.95913054,1.89625810,1.21171167
1.22406955,1.09330734,3.60193345,1.89339643
0.95711865,1.02922365,0.64769917,1.93368207
0.64570191,1.16120324,3.10456949,2.40617816
0.55571607,1.78223781,4.77383064,0.58707683
0.74739777,1.37647478,0.11630742,0.87714364
0.38774335,3.49682916,2.70901727,1.93937845
0.59253196,1.09127594,5.25145970,1.25096061
0.65344335,1.13732708,4.23523765,1.44474770
0.69169768,1.66591092,5.86415079,1.95219661
0.38697714,1.30505621,3.66717125,1.57484216
0.28177649,1.08405633,0.62792239,0.09431513
0.15843563,1.33028903,0.44931114,1.71137377
0.38191724,1.13761549,5.78768600,0.85159190
0.31582699,3.32203500,2.72204798,0.70184614
0.12658381,3.79208744,0.48905108,0.44893659
0.41758472,2.82325018,6.12436724,2.67227399
0.77430787,1.01808622,6.18676818,1.25037177
0.31468919,2.13858607,4.42837725,2.84617677
0.55494414,2.98288215,1.76773560,1.93024436
0.38312316,1.46665821,0.35382131,2.46656112
0.31545247,1.52082921,2.38069918,2.09690445
1.11137929,1.33101491,2.65184586,1.95965666
0.63851597,2.63656291,2.67114614,0.39173788
0.25336283,1.77562030,3.99716691,0.86947328
0.70397622,1.07036780,3.87694149,1.43029338
1.86896735,1.08594846,4.37968387,1.71369486
1.28276195,1.19423207,0.62783512,1.75641738
0.52808830,1.54608130,4.45421824,0.58026823
0.47039131,1.55730655,6.00599514,0.43193845
0.27832449,3.64997984,0.13458925,0.84014152
0.55879386,1.56344225,2.81333755,2.60847963
0.39642130,2.60616931,5.04680107,1.39915781
0.24705558,1.15352795,1.52018380,0.65099833
0.25465504,1.10962900,5.94429050,1.48399540
0.20327463,1.82153771,4.17640293,2.34405856
0.82684138,1.97492796,2.12904760,0.49353165
0.88412848,1.15557546,0.67917338,2.86262198
1.59314389,1.27049310,4.36575795,1.09974374
0.80472081,1.53479109,2.99713695,1.20773572
0.80215888,1.05009449,0.45487081,2.50272327
0.48101267,1.20093007,3.93989909,1.41606859
0.68727691,1.34612882,6.19431658,2.35555180
0.23627555,1.20203341,0.94826517,0.73833828
0.32912512,1.03087140,0.66081754,1.33291432
0.39699990,1.14553737,5.52596307,1.13549800
1.04178840,1.29910497,0.65517039,0.84196365
0.34603896,1.11961644,3.19952448,0.95007974
1.04126342,2.30285705,5.55863573,1.87881673
0.55349030,1.47885759,0.36381880,2.42356651
0.51587654,1.54229074,0.56790326,0.86418552
0.90686312,1.29675961,5.62960022,0.94809677
0.55161832,1.18356621,0.02737321,2.71159419
0.41790993,2.12890408,0.90255377,2.17612504
0.28589307,1.05118803,0.48645171,0.81270561
0.62557208,1.53518384,0.38085072,1.47071745
0.90872263,1.47084224,5.91482515,2.50149925
1.10925354,1.30707107,0.84332214,2.63233082
0.54939293,2.62732237,2.68281255,1.32602651
1.08376034,1.06765613,6.11247268,1.60571982
0.45013154,1.03270919,3.10609403,1.67577139
0.69371766,1.14477386,2.51386743,1.95812314
0.84447551,1.41786789,5.65477129,2.75875250
0.48745403,1.09711610,2.06597306,0.87794341
0.65003893,6.50962845,2.48928839,2.48395894
1.37733683,1.26222430,3.26648256,1.32917147
0.36323937,1.01274351,3.61037018,2.05176959
0.69567815,1.01211227,1.24790514,2.02139044
0.65895187,2.96219908,0.18918403,1.63392993
0.70619776,2.07171341,1.50670610,1.41611322
1.02691601,1.23219656,1.03683855,1.07445475
1.22000853,1.95312127,6.06973419,1.04308728
1.08975925,1.08999695,3.02798369,1.37015103
0.55800478,1.34266318,2.73134783,2.96453594
0.39139353,2.43888206,1.75676705,2.08784362
0.64762159,1.79245232,5.00514010,1.17598954
0.63812250,2.94094063,5.45211755,0.40431488
0.64379880,2.38335950,4.59942168,0.58201037
0.46135126,3.98791171,2.28449049,2.57476662
0.49244822,1.16023724,2.16488877,0.52919542
0.61443492,2.81157090,3.28246065,1.00328784
0.35763151,1.91165945,0.21674208,1.06822207
0.62666964,1.16375431,2.51875338,1.27727068
0.36750142,1.88291175,4.79463855,2.12155572
0.32864220,1.01386175,3.80883972,2.19877771
1.31435370,1.78690502,1.94676082,1.24051231
0.49233234,2.38975588,2.78746405,2.83179273
0.75324468,1.30892208,0.24851594,2.38536054
0.59928330,1.70865619,2.90625812,2.43323608
0.76861791,1.66303183,1.50976379,1.47989681
0.79968174,1.02985352,0.43086016,0.58101848
0.69840681,1.03422776,5.51163449,0.61273164
0.72764183,1.32030971,4.97316945,0.92019977
1.31198063,1.08226958,3.89066262,2.58983919
0.91620294,1.93201320,5.46677259,2.68552000
0.21910311,1.40933538,0.62165290,1.45319493
0.35713922,1.22979033,3.95916635,2.07927099
1.15251997,1.51289827,5.74086609,1.36834961
0.77723145,1.46481082,6.11561875,1.94317327
0.83517171,1.00808897,5.22032176,1.46715929
0.62860292,1.23484279,2.28403956,0.58170390
0.26429270,1.08925644,1.93064507,2.71908475
0.60250887,1.04207840,5.10898998,1.53766084
1.75401736,1.07512847,3.48367310,0.59708420
0.43603656,4.68845455,3.45556588,2.58740772
0.54000052,1.53531721,5.95855262,0.84224868
0.35857230,1.13824250,1.43798334,2.52687354
0.68432976,3.47567240,2.73102286,1.79626910
0.47020163,1.57966805,0.02196426,1.89787242
0.36721481,1.10396476,0.72023566,2.09326842
0.14470887,2.31577197,3.20294250,1.12778538
0.49540836,1.56574573,4.35609014,2.30232532
0.84755789,1.02422895,1.09137587,1.61833887
1.13158900,2.62893737,1.57038347,2.84976567
0.52264373,1.69316762,3.15070459,1.15467829
0.68690319,1.07666397,4.05317635,0.52737581
0.26125685,1.64030880,5.97113255,1.30630975
0.68194263,5.65592891,3.04357173,0.79645503
0.67553452,1.30510335,5.46689552,1.01572838
1.21382930,1.87309458,1.43810410,2.42461821
0.41995614,1.14409884,1.99670085,0.79377089
0.28704330,1.94562312,0.37341751,2.22110973
0.81736702,1.16544161,4.30297129,0.53981726
0.88033254,1.25739994,3.94617650,0.41188449
0.97730079,1.09871397,3.71094379,1.58252505
1.10718283,1.18905526,1.30723240,1.91573746
0.57319622,1.31202558,2.40619325,2.79221423
0.31918454,1.29598058,0.08470515,1.51319341
0.54001073,1.23137166,5.36237206,1.21053549
0.44328899,1.54705815,4.15012175,0.88851284
1.28130088,1.13052725,2.89236655,0.81029195
0.49377504,2.60776035,0.90936884,1.27845897
0.33057219,1.68974107,2.30932736,2.46360212
0.56479155,2.29439406,0.74226004,1.38425627
0.73793730,2.56138418,2.21861859,1.14685261
1.28330280,1.93685702,5.67971727,2.54871981
0.98275520,1.53768647,5.10608876,2.20968296
0.76540766,1.05339669,3.64150218,1.35488847
0.92157500,1.08111069,1.50715999,0.06370511
0.23293762,2.36481045,0.66326947,1.43620314
1.22433897,2.91564435,3.85889895,1.03455799
0.65947037,1.00997865,0.68010942,0.70759952
0.44246867,1.04412606,3.46632029,0.75037346
0.53630344,1.01731028,5.01385988,1.43093509
0.69438922,1.14182032,2.84652955,2.76097661
0.66516791,1.18348222,0.65048836,2.88003036
0.73235204,1.10618955,3.22209859,1.23723037
0.89496634,1.04599677,5.31822487,2.28446306
0.14862271,1.20486320,2.84825585,2.84950745
0.38603715,2.54798421,3.37719752,2.53108504
1.12494386,1.18084648,3.50956915,2.06699782
0.71922658,1.20505003,1.93699900,1.36938145
0.87482634,1.27212600,0.47794824,0.53998551
0.44453618,1.07366118,2.21158641,1.75562552
0.52949636,1.55028128,5.88893784,2.24477225
0.94762765,2.00598511,4.98745267,1.77222607
0.97601832,1.18714653,5.56917691,1.40315194
0.90408156,4.20712377,0.62481569,2.65691837
1.24548600,1.17629757,4.82895424,1.23479944
1.04975170,1.16146054,2.29700197,1.49759242
0.17235483,1.60697275,1.20528154,1.39890174
1.13086319,1.59652408,0.48294691,0.96894137
0.65010068,1.10641779,0.31731306,2.11677681
0.70301487,2.30696506,5.39756570,0.92982176
0.41862324,1.98021732,6.20597277,1.60289587
0.76129636,1.63351577,5.46960634,1.31373061
0.54267338,1.15653987,2.19865612,1.39612431
1.52892092,1.01032887,1.68381190,2.29503902
1.34023210,3.38002599,4.85409486,1.64438859
0.42995045,2.19548303,1.59178382,2.18226915
1.02065657,1.26873499,4.40870613,2.06177916
0.71975179,1.10637578,3.68095951,0.53023053
0.36532213,2.21498073,5.10991519,1.95470574
0.84637632,4.90552721,4.23056948,0.54565700
0.44598440,1.49109879,2.69714423,1.62158982
0.53470154,1.40603124,6.01578831,2.34741599
0.21736821,1.30884234,4.75035923,1.93400574
0.47233253,1.20680399,5.90794975,1.96800168
0.61859775,1.21243119,3.40615519,0.57483124
0.48008002,1.85876888,3.93900811,1.42355750
0.38905258,1.00043920,3.86204415,1.63329748
0.82272397,3.20410857,1.58414933,1.53550191
0.40711370,2.14531619,3.68757380,1.76438405
0.86785846,1.17597456,3.45297905,2.09882302
0.53771553,1.17814146,3.09874987,0.84056353
0.26810606,1.05055866,5.41454477,2.76492163
0.71309647,1.50420534,0.08591748,0.88838471
0.51363048,1.02160006,2.91613409,0.86580230
0.45976047,1.08996913,3.07758733,2.24262626
0.92565068,2.76155172,4.71886624,2.22065742
1.02512656,1.91371262,4.81308071,2.53309026
0.45707484,1.91233857,5.29569316,1.62448529
0.27507367,1.12581013,4.39869649,1.21345948
0.92076508,1.28150029,4.34093454,0.41548623
0.55404536,1.29405082,5.05390215,1.51411090
0.60912316,1.03535025,4.96836062,1.05498438
0.55203857,1.12292492,5.36622012,0.75339992
0.90643130,1.85849434,2.90285374,0.60307596
0.43586763,1.33067674,3.15398188,1.38009300
0.28935047,2.06457977,1.77743608,1.82415800
0.37627975,2.08552424,4.11378439,1.96101234
0.70443393,1.27379644,0.57164818,1.46478477
0.49626530,1.24387355,3.27099552,2.28637434
0.83473615,3.23927258,4.31486731,1.53358286
0.34978144,1.04127052,4.80116525,0.74616136
0.39859552,1.36048307,1.38074002,2.66439246
1.68020149,1.11541986,2.28216423,2.35086512
0.19304575,2.62371158,4.87126237,0.67228934
0.74497667,1.11088522,4.07764731,2.52720496
0.34973631,1.15166248,4.35190281,1.59203950
0.62903667,1.30648230,4.58899972,0.74082954
0.74017522,1.63161902,0.71014310,1.44553491
0.74209413,1.06480256,6.07126563,1.67300920
0.37931510,1.07955386,4.97853780,1.75632939
0.29847735,2.21255166,4.84852524,0.79371665
0.92977487,1.64630973,1.01206775,0.25343118
0.34359905,2.67426181,3.05491084,1.99227005
0.49851590,1.27212307,0.24005949,2.25675395
1.12311133,1.34884631,0.92049728,1.76873976
0.87481707,1.57395254,0.31467850,1.10812835
1.05205190,1.11601147,5.72680880,2.44106410
0.66755411,1.69151437,1.06218883,1.41447199
0.78400764,1.08790951,3.48190998,2.42772396
1.25283874,1.03128201,3.14401071,2.49407138
1.21606250,1.06144501,4.89219101,2.59997863
0.75038490,1.59813928,1.37843793,2.28067075
1.06473723,1.17292643,1.58950042,0.49769719
1.45282838,1.52537198,2.29828937,1.50694915
0.55402619,3.00756864,4.14147556,2.13942708
0.45255540,4.46670947,3.94959669,0.54039721
0.38566796,2.03283114,0.33670932,0.37011812
0.99465978,1.16071189,1.38981262,0.25073725
1.05374316,1.59098044,5.97465998,2.36208323
0.32086554,2.34856414,2.28605220,0.87360929
1.29187593,1.37742277,2.45710728,1.80707977
0.71295465,1.12924960,3.63247201,1.10369797
1.08186093,1.07069414,2.88880034,0.90092435
0.29143346,5.06110585,4.38276755,1.16586750
0.84875296,2.01447109,4.75847388,1.31029969
0.65962413,2.76923475,3.01360414,1.44657675
0.76013525,1.13677179,0.99544015,0.85418416
0.88710575,1.33705286,4.65513592,1.92221924
0.24787298,2.19932175,2.19385603,2.54651838
1.64966002,1.03694888,2.68239877,1.73031727
0.21954475,2.87904350,1.80487513,1.09716162
1.26319629,1.38809691,2.35241522,0.52129125
1.01894186,1.31130872,4.14297575,1.21188851
0.60477382,2.78365681,1.50576520,1.08935663
0.56228598,1.41993652,0.74112883,0.87016628
0.68540424,1.45194617,6.01558312,1.87222973
0.62257178,2.20790846,4.61575439,2.31275585
0.69193125,1.18544443,2.62958678,0.47764494
0.71214562,1.33624641,2.99883156,1.40806982
0.59763596,1.11373710,2.25708136,2.32723106
0.72238540,1.33868578,1.58401938,1.42102164
0.54612588,1.13483763,6.01029310,1.14559018
0.93111518,1.00130581,6.07955689,1.62377594
1.00290147,1.08560555,1.22367899,2.13282221
0.73303705,1.86294486,3.92140552,0.20485327
1.01161762,1.07007704,0.22332233,1.06458823
0.56152185,1.97186947,4.20407130,1.06480237
2.45725064,1.03680662,0.73620628,1.81667414
0.35196078,1.43150578,2.35535062,1.38882892
0.79603444,1.00740593,1.17753727,0.63050500
0.52141514,2.36728445,3.54049577,1.11533792
0.80975862,1.07094715,3.53175473,2.72863119
0.49641566,1.02934821,5.31591763,1.32696471
0.63354666,1.12178873,5.78417508,0.95428753
0.24331632,1.03369116,5.96099081,2.33338492
0.79544033,1.06328876,1.16963551,2.44071411
0.56142784,2.22766787,1.01921804,1.21718557
0.32895766,1.39261245,4.16104761,1.35159718
1.14587535,1.06817266,4.10932085,1.85948295
0.46248339,1.57916986,3.43489862,1.56412147
0.82543848,1.24293087,5.60542168,1.91531619
0.92707948,2.49009490,3.53431859,2.61097415
0.71179810,2.05433968,2.24482912,0.83694101
1.21093309,1.34843853,1.16403522,0.94962386
0.61018532,1.20046499,0.17354843,1.56440356
0.60762493,1.71609646,5.82223842,1.73806173
1.71763384,1.90252360,0.81864015,1.36715184
0.27630006,1.24611594,2.96935208,2.39463210
0.35379542,1.21561249,5.45526681,1.37501291
0.31524193,1.67564453,0.64684121,1.73753274
0.19018279,1.45192021,1.36985593,1.04066459
0.31747298,1.00394464,1.61111815,2.06418107
0.34739283,1.55906486,4.94752372,2.22097932
0.65889637,1.13516197,1.52546904,0.88826299
0.57898394,1.84450223,3.90981066,1.85650166
0.75977595,1.09862458,3.26500410,2.67254384
0.69258856,2.42852794,5.22919671,1.77699280
0.75964365,1.15915260,2.39046698,0.85637823
0.52187356,1.13280419,3.50879671,1.28336639
0.55225587,1.12268572,5.22117025,1.37102615
0.98469272,1.46488489,2.63564425,1.10892121
0.49631963,1.00991435,2.43843388,2.31472652
1.53392555,1.13020166,1.94181639,0.58635066
0.76052631,1.41369472,1.25451191,0.95810169
0.28811715,1.01084076,3.08273974,1.32563050
0.64728590,3.17879664,3.30427923,2.43691645
1.31366356,1.56587991,0.26988942,1.71082975
0.27503332,1.18818624,4.17626954,0.24794810
1.14849256,1.97749839,3.13900327,2.35328543
0.95506163,1.02432853,2.07839918,2.91421172
0.55536347,1.12960475,5.30206256,2.26729619
1.00260372,1.38683884,4.47708318,1.10001323
1.00693457,1.43639259,4.73815429,2.16006745
0.19320078,2.07548702,0.86459356,1.88908292
0.49970295,1.13934969,0.55490411,2.83909407
1.13488369,1.44625386,4.01781410,0.33973037
0.85272026,2.10098451,4.75906651,0.18157196
0.58199693,1.10197143,3.90455139,1.72970432
0.61127202,1.00756904,5.91311400,1.81651875
0.55604316,1.16441715,1.98280550,2.07029656
1.06958788,1.03243497,4.81730386,2.31048931
0.43994231,1.17540871,4.54885117,1.37057428
0.94553531,1.07120887,3.85163542,1.02461350
1.09110991,1.28956037,3.90451846,2.53648491
0.89955449,1.44601279,3.38349651,1.58212145
0.53350522,1.20621188,3.15273141,2.51571228
1.08806405,1.25755113,3.47008343,1.73277735
0.54496059,1.59373258,5.04356370,0.07234045
0.81236562,1.27646688,1.64401569,1.49899562
0.74908552,1.62215893,5.98980629,1.55406928
0.84355774,1.25931938,4.54663158,0.08886883
0.52399767,1.05213137,3.78990967,1.50146562
0.79850176,1.10743990,3.98165837,2.13964796
0.58649085,1.53160746,4.44611652,1.43958099
1.07105705,1.65953587,6.17801888,1.13152791
0.58965388,1.27608235,3.94286953,2.77616931
0.60097959,1.11147170,0.75850974,2.53179194
0.52214887,1.25253186,1.74091074,1.81591371
0.90000904,1.36355110,0.36921983,1.61805958
1.35496768,1.15017289,5.66047644,1.96945674
0.70935081,1.69844970,0.32650636,1.87060411
0.67595130,1.44900795,0.61510140,0.30608297
0.84323435,1.72217943,1.24611279,2.76154229
1.09051669,1.29272410,5.31607134,0.99617662
0.72915797,1.66264723,2.64769452,1.67504731
0.52523610,1.03764209,4.80888069,2.17203235
0.19349563,2.61830199,3.07147632,1.33792370
1.02507413,1.12809466,4.70682338,2.26780698
0.74615492,1.02519697,1.01932284,1.70789360
0.71477446,1.02611374,5.86618088,2.10500848
0.31700273,1.20745289,6.04813972,1.48020741
0.64154872,1.20589263,4.53402072,1.82718416
0.71346934,2.08747279,4.28728498,1.74530541
0.89567200,1.08052940,1.59098256,1.98261169
0.69686513,1.59021652,2.88302095,0.73218603
0.51673504,3.46970448,4.64172768,2.87741602
0.45485973,1.62011658,1.49856166,0.99276960
0.69323964,1.43331519,5.23792296,0.63058245
0.51834130,1.47116715,3.01206123,0.85784332
0.71521418,1.07353947,1.00783275,1.52758792
0.07986387,1.10858962,3.41919388,0.38025889
0.49395966,2.83632166,5.54111723,1.99863717
1.27907529,1.02200970,4.84831666,1.60706629
0.42538053,1.11524224,4.29106873,2.73156158
1.03721090,1.49673496,4.59461623,1.34698881
1.40322074,1.06734144,3.76557975,1.65578761
0.37582567,1.25321385,3.86287852,0.19381221
1.02581382,1.15206517,4.57360746,1.00012293
0.48147293,1.07691551,2.09975309,2.33920837
0.37159166,2.48021428,2.39113325,1.06259609
1.08829669,1.68343776,6.14803424,2.25400051
0.55104309,1.08690555,4.13986730,2.40751882
1.17691845,1.40767412,5.35518843,1.27052660
1.74857992,1.33894258,5.94968444,2.14374434
0.39492088,1.02199061,0.19578640,2.17894280
0.57657620,2.18794571,1.99446405,1.71585654
0.88899964,1.05090847,0.94529196,1.17042202
1.24247369,1.06220617,5.01268189,1.19074512
1.03355028,1.21008703,4.73345107,0.84677153
1.15839579,1.13941338,4.19748838,2.01451678
1.31721871,1.71723433,4.84242433,1.01086013
0.75302048,1.38600133,0.37800749,2.19596022
0.35970073,1.37598343,1.86409352,1.43882454
1.20930967,1.60837543,5.89969644,2.09372775
0.83619056,1.07769197,2.69308205,2.13405761
0.20179631,4.85264988,6.25491536,2.16757602
0.27159523,1.19654915,1.37395475,2.78059422
0.31490429,1.56702936,0.01290045,1.66097496
0.48984754,1.17768866,2.10228273,2.09282993
1.13037066,1.09874937,5.79018505,1.09289431
0.94300193,2.51157311,4.12559955,2.71963406
0.47455356,1.93934710,2.83156428,0.60428012
0.62021429,2.31700520,6.12986922,1.60331128
0.49079630,1.42393763,2.04691003,2.10002558
0.72154933,1.34092304,4.22984633,0.34519832
0.99956240,1.07670363,0.24765108,0.51623438
1.02841250,1.18377771,1.19965470,0.61572621
0.26449818,1.23799174,0.69413178,1.27854064
0.36433545,1.61745786,2.60205785,1.26478880
0.58197995,1.75896962,1.75888899,0.79825582
1.44372732,1.88001426,5.89052826,1.92501004
0.75987997,7.83993022,0.34887577,1.65028630
1.00549774,1.21545607,0.20487609,1.83452808
0.49987334,1.13435883,2.56790054,2.17351586
0.42543861,1.23942408,6.25272794,0.89892036
0.19660505,1.45671605,4.88120530,1.12241765
0.95642439,1.36604767,1.15185090,2.68306685
1.16195988,1.30109852,0.30934304,1.71416039
0.60391058,2.02496460,1.77121932,2.46185743
0.32188558,1.39304509,5.66202082,1.72087905
1.16752718,1.01090450,1.61887775,1.29125114
0.42072699,1.15249636,2.60560428,2.68471774
0.57880262,2.95630253,4.90924579,2.18951455
0.33593879,1.13598195,2.04062838,2.68095201
0.76321142,1.21453405,3.60817810,1.80845280
0.27457231,1.95487848,3.87066981,1.30685635
0.86929623,1.22390599,3.59942688,1.95618786
0.72110212,1.52133279,4.97707021,2.64485021
0.26393313,1.40430754,3.01290769,1.77635080
1.32515331,1.18327272,5.98967001,2.12943361
0.49209955,1.03167299,1.35698674,2.65457031
1.34364270,1.16125339,2.81923263,1.08284623
0.92598313,1.21712429,3.14571655,2.46519696
0.70566460,1.14508982,1.19185363,1.50871203
0.97196549,1.12856319,2.22741621,1.66598230
0.26690103,1.00415033,4.84639389,1.75265522
0.56435371,2.19265945,4.93483447,2.83679866
0.73712267,2.14675806,0.44850853,1.52707113
0.42155542,1.30443357,4.60104100,1.61385527
0.55979645,1.15482590,3.12361224,0.98571852
0.58231204,1.21320327,5.63472647,1.22341610
0.77156757,1.21600368,2.69462807,1.57570795
0.71672925,1.04891624,2.94981027,1.91583243
0.38271966,1.46832646,2.61244255,1.41530340
0.64607717,1.68324299,2.72835542,1.94975697
0.72179132,2.00922586,1.75216352,0.84993648
0.24131762,1.07276615,5.07379093,2.19518729
0.80022453,1.11240837,2.04283148,1.12883753
0.94724703,1.72659489,1.48369841,1.58362245
0.56944497,1.16624409,3.55312516,2.26656807
0.27632703,2.28076955,5.57033364,0.67423549
0.98810140,3.13689327,0.36576057,0.99290332
0.54215978,2.42747564,2.99028274,0.97025984
0.79221994,2.13155932,5.48503773,0.86749707
0.08972957,1.05894081,4.16199862,2.57804609
1.14296479,1.39849077,0.18073449,1.61204579
0.63113869,1.07284354,3.63433954,1.84511001
1.01008934,1.94021277,0.34918363,1.82550656
0.67070784,1.31017928,3.39954085,0.81706846
0.41898765,1.52007301,1.01111047,1.68820046
0.19179565,1.27210564,5.31784005,2.66561565
1.75730393,1.68376016,2.34591720,1.31912629
0.38261131,1.73536760,1.09868640,2.14043905
0.76077576,1.04397505,4.71335735,0.95088374
0.47078087,1.92586649,1.61161979,0.12243739
0.21212087,1.34679653,2.55118650,2.32522350
0.46344882,1.11212363,3.36091547,1.70055374
0.23837890,1.13721009,3.75103239,1.70531267
0.27884885,1.07129249,4.15745481,0.69763661
0.64214718,1.48555932,5.95614222,1.36576682
0.97166993,1.22302554,4.48850250,1.11170690
0.36482271,3.12903998,5.81129495,2.23665713
0.33256713,1.45516783,1.17736532,2.01523749
0.34157653,1.33151175,0.59237413,2.10701970
0.44066644,1.59078933,3.67200907,1.86720110
0.32404308,1.21230299,5.30328697,3.05508684
0.27666511,1.00228892,5.76771243,1.53216097
0.45406043,3.25784088,2.91743657,2.42028886
1.17011918,1.41650331,3.50049130,1.77068306
1.01613307,1.08517348,1.55592546,1.95221461
0.22992075,2.09543822,4.33818963,1.03445782
0.73866723,1.55086865,4.87536684,2.70368057
0.39310616,1.54497386,2.56361005,0.28338474
0.77464888,1.21678973,4.76660826,1.07040514
0.37614603,1.57430016,0.51021286,0.43934696
1.04531510,1.03741499,3.88328843,1.87352109
0.72766606,5.52816983,1.22669001,1.31247937
0.99231033,1.02458617,1.43328979,1.29528901
0.55866811,1.20480424,1.35326956,2.10405038
1.04979017,1.34272853,5.85865790,2.31674663
0.86217684,1.87985211,2.21779112,0.98222258
0.86677442,1.34806232,5.82741248,1.23116487
0.81669608,1.38278285,2.97150092,1.96787252
0.58173112,1.67836467,0.23760684,1.74016739
0.48809150,1.24126530,3.91154378,2.82076663
0.38716432,1.63047406,0.72352864,2.02793310
0.12139378,1.57257823,1.73402264,2.48272430
0.78331292,1.16298674,2.18002121,0.75505400
0.76260344,2.08390950,0.05971345,2.77082247
0.19475000,1.18441092,5.15726653,2.65345180
0.50110555,2.75199442,6.21040387,1.88071177
0.25933844,1.17156824,3.20758296,1.36457528
0.65936384,2.20004068,2.62002931,0.46220691
1.15735407,1.04641487,5.19020958,2.21837074
0.59135326,1.09940126,1.65078714,2.01439832
0.61744134,2.09703965,4.85617177,0.32510679
0.52043108,1.47664383,5.95444845,1.27235361
0.87606807,2.96057316,3.03225842,1.31273304
0.58414377,1.43394903,1.45044467,2.41428098
0.44705653,1.21140285,4.91038808,2.52067432
0.62914971,1.08489331,5.17318179,1.36507863
0.79402236,1.07559905,5.22515453,1.58838058
0.50980311,1.07326888,1.53072659,2.11190293
0.72973790,1.16897893,2.02375361,0.87804012
0.22309637,2.19935356,3.20445178,0.72341674
1.20624051,1.09683256,1.99442207,1.27815621
0.40167625,1.27723325,2.68165893,1.80915829
0.91915605,1.06396032,1.49075567,1.87335569
0.55782121,1.54413302,3.29417912,1.42610331
0.83916234,1.19892759,0.86982534,1.97126810
0.28226221,4.42642253,2.21858203,2.78320845
0.66423381,1.04378342,3.46528710,0.50428758
0.45973272,7.74807227,3.35620151,1.54459227
0.48638542,1.13888616,1.78665944,2.41728212
0.44451993,1.23595893,0.81845821,0.96659341
0.60329708,3.33037899,0.18977965,1.10619804
0.66723986,1.36431599,2.34365080,0.45369447
1.17411005,1.17264911,3.00819764,0.96823843
0.84686241,1.06606699,5.46678763,2.03755646
0.58371487,3.49363853,1.02098766,0.32999184
0.33212022,1.91125745,3.32391323,2.07312177
0.54424341,1.44981813,5.43331150,2.52576671
0.58735571,1.23306401,5.39224620,2.24309293
0.61619030,1.25142551,3.55814863,2.02187480
0.39244067,1.12726792,4.81669252,0.92863405
0.49692079,2.20090258,5.06767842,1.68112833
0.52717665,1.21908376,0.88809638,0.98566698
0.58039760,1.45182186,3.09055016,0.77065719
0.60098502,2.55470021,5.75415197,1.00742756
0.23183874,1.04384591,0.51259336,1.97303134
0.26630381,2.33215735,2.31710129,1.38349416
0.99876871,1.06473503,2.20689424,1.49064519
0.56333844,2.64904328,3.76043383,0.23940057
0.76355427,1.14032498,1.92692773,2.44413398
1.15843133,1.05129485,4.73364075,1.68980852
0.88305276,1.14543100,1.83871644,1.27643993
0.30664113,1.30792164,3.69777880,1.66304264
0.75255769,1.16321132,6.09074925,1.32977909
0.64669668,1.23552912,6.15076713,1.07344018
0.94087665,5.47183682,4.51789286,0.37792936
0.61358782,1.71360917,0.78552464,1.96805012
0.78390755,1.21890539,1.10041879,2.26904084
0.31934728,1.81062892,2.53740926,0.82676980
0.21944538,2.16559340,3.79139570,1.09607022
0.69567459,2.70536702,3.77089218,1.90303056
0.73674496,1.23305862,5.08588097,1.31485741
0.52798793,1.06892343,5.36529739,2.24539101
0.35953074,1.44671594,4.71938866,1.63402848
0.89838751,1.05177911,5.92327969,0.57487284
0.08795739,2.11308143,5.37956124,1.36156244
1.01941077,1.00796192,3.93469678,0.91018222
0.53275412,1.22632851,3.03028547,1.03081158
1.42859416,1.45387192,2.12248332,0.90414391
0.75885447,1.23429527,0.59830761,2.69292689
0.60214710,1.01845406,1.39506952,1.70644906
1.09087796,1.05881339,0.29583832,0.60152260
0.07068741,1.35833772,6.15658971,1.92226224
0.74567974,2.05996796,1.36562114,1.51380847
0.32198645,1.07476225,0.29374855,2.51660338
0.91151132,2.12661037,5.25943802,1.82753134
0.57342083,2.09884926,4.38023985,1.04698053
1.08455869,1.81536078,1.27250649,1.65657009
0.23360686,1.13072808,2.38669053,1.56356026
0.39073965,1.55681014,4.77429211,1.08251116
0.65961259,1.25788874,4.88668019,1.44214495
0.50853467,1.74539676,5.38214558,1.19374748
0.65762202,1.03829764,6.08035065,1.25261723
0.59225828,1.02988508,4.04316774,0.37421704
0.89994037,1.19162698,5.26362363,0.53377657
0.49253002,2.12017774,4.30871149,1.01141099
0.86389499,1.32606796,4.66894622,2.79411977
0.71117725,1.31243067,5.55564892,0.67291702
0.55061044,1.30851479,4.94927164,1.06883325
1.26326735,1.96472315,2.41980330,2.32742422
1.13433191,1.31991794,3.97737516,1.52031956
0.86860150,1.64608949,2.92275737,2.10296945
0.50263239,2.15423755,0.87706373,1.61856037
